,Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,delay_weeks
165,Toyota,Urban,Male,Married,57,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
166,Honda,Urban,Male,Married,65,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,60
167,Toyota,Urban,Female,Single,27,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,60
168,Nisson,Rural,Male,Married,42,Policy Holder,Utility - All Perils,more than 69000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,none,4 to 8 years,2 vehicles,8
169,Honda,Urban,Male,Married,57,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,61
170,Pontiac,Urban,Male,Single,32,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,61
171,Mazda,Urban,Male,Single,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,62
172,VW,Urban,Male,Married,36,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,62
173,Toyota,Urban,Male,Single,28,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
174,Honda,Urban,Female,Single,32,Policy Holder,Sedan - All Perils,less than 20000,0,400,1,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,61
175,Chevrolet,Urban,Male,Single,33,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,61
176,Saab,Urban,Male,Married,37,Policy Holder,Sedan - All Perils,30000 to 39000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
177,Honda,Urban,Female,Single,26,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1
178,Chevrolet,Urban,Male,Married,53,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
179,Mercury,Rural,Male,Married,53,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,60
180,Ford,Urban,Male,Married,74,Policy Holder,Sedan - All Perils,less than 20000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
181,Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,6
182,Mazda,Urban,Male,Single,27,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,none,1 year,1 vehicle,60
183,Toyota,Urban,Male,Married,48,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,9
184,Chevrolet,Urban,Female,Single,55,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,60
185,Pontiac,Urban,Male,Married,48,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,60
186,Honda,Urban,Male,Single,17,Third Party,Sedan - Liability,more than 69000,0,400,4,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,61
187,Pontiac,Urban,Male,Married,54,Third Party,Sedan - Liability,20000 to 29000,0,400,4,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,2
188,Chevrolet,Urban,Male,Married,36,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
189,Mazda,Urban,Male,Married,43,Policy Holder,Sedan - All Perils,30000 to 39000,1,400,2,more than 30,2 to 4,more than 7,No,No,External,none,4 to 8 years,2 vehicles,4
190,Mazda,Urban,Male,Married,41,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,1
191,Toyota,Urban,Male,Married,48,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
192,Chevrolet,Urban,Male,Married,26,Policy Holder,Utility - All Perils,more than 69000,1,400,2,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,4
193,Toyota,Urban,Female,Married,43,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,61
194,Honda,Urban,Male,Married,39,Policy Holder,Sport - Collision,more than 69000,1,400,3,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,3
195,Chevrolet,Urban,Male,Married,49,Third Party,Sedan - Collision,30000 to 39000,0,400,3,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,61
196,Honda,Urban,Male,Married,37,Third Party,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,42
197,Mazda,Urban,Male,Married,36,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,6
198,Pontiac,Urban,Female,Married,52,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,61
199,Pontiac,Urban,Male,Married,29,Third Party,Sedan - All Perils,less than 20000,0,400,4,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,3
200,Mazda,Urban,Male,Married,38,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,2
201,Mazda,Urban,Male,Single,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,2
202,Honda,Rural,Male,Single,16,Policy Holder,Sedan - Collision,more than 69000,0,400,3,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,3
203,Honda,Rural,Male,Married,41,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
204,Pontiac,Urban,Male,Married,41,Third Party,Sedan - All Perils,less than 20000,1,500,3,none,2 to 4,7 years,No,No,External,none,2 to 3 years,1 vehicle,5
205,Pontiac,Urban,Male,Married,64,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,none,no change,3 to 4,2
206,Pontiac,Urban,Male,Married,27,Policy Holder,Sedan - Collision,more than 69000,1,400,4,more than 30,2 to 4,4 years,No,No,External,1 to 2,no change,1 vehicle,4
207,Mazda,Urban,Male,Single,25,Policy Holder,Sedan - Collision,more than 69000,0,400,4,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,1
208,Toyota,Urban,Male,Single,21,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,61
209,Pontiac,Rural,Male,Married,31,Third Party,Sedan - All Perils,less than 20000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,14
210,Pontiac,Urban,Male,Single,39,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,60
211,Honda,Rural,Female,Married,37,Third Party,Sedan - All Perils,less than 20000,0,400,1,more than 30,none,5 years,No,No,External,3 to 5,no change,1 vehicle,61
212,Accura,Urban,Male,Married,41,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,60
213,Pontiac,Urban,Male,Married,37,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,61
214,Mazda,Rural,Male,Married,28,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,60
215,Chevrolet,Urban,Male,Married,57,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,16
216,Toyota,Urban,Male,Married,61,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,15 to 30,none,more than 7,Yes,No,External,none,no change,1 vehicle,62
217,Mazda,Urban,Male,Married,69,Policy Holder,Sedan - Liability,20000 to 29000,0,700,4,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
218,Honda,Urban,Male,Married,67,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,2
219,Chevrolet,Urban,Male,Married,52,Policy Holder,Sedan - All Perils,more than 69000,0,400,4,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
220,Toyota,Urban,Male,Single,23,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,7
221,Pontiac,Urban,Male,Married,38,Policy Holder,Sedan - Liability,less than 20000,0,400,4,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,60
222,Toyota,Urban,Male,Married,32,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
223,Honda,Urban,Male,Married,26,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,60
224,Toyota,Urban,Male,Married,57,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,60
225,Pontiac,Urban,Male,Married,29,Policy Holder,Sedan - Liability,more than 69000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,60
226,Saab,Urban,Male,Married,26,Third Party,Sedan - Collision,30000 to 39000,0,400,2,15 to 30,none,7 years,No,No,External,none,no change,more than 8,61
227,VW,Urban,Female,Single,30,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,62
228,Pontiac,Rural,Male,Married,41,Policy Holder,Sedan - Collision,20000 to 29000,1,400,2,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,2
229,Pontiac,Urban,Male,Married,65,Policy Holder,Sedan - Liability,more than 69000,0,400,4,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,60
230,Pontiac,Urban,Male,Married,33,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,62
231,Mazda,Urban,Male,Married,44,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,4 to 8 years,2 vehicles,60
232,Chevrolet,Urban,Male,Married,26,Policy Holder,Sedan - Collision,20000 to 29000,1,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,2
233,VW,Urban,Male,Married,32,Third Party,Sedan - Collision,more than 69000,0,400,2,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,1
234,Mercury,Urban,Male,Married,29,Policy Holder,Sedan - All Perils,less than 20000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,60
235,Chevrolet,Urban,Male,Married,26,Policy Holder,Sedan - All Perils,20000 to 29000,1,400,4,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,3
236,Pontiac,Rural,Female,Single,37,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,Yes,External,more than 5,no change,1 vehicle,60
237,Pontiac,Urban,Male,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,60
238,Pontiac,Urban,Male,Married,54,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,61
239,Mazda,Urban,Male,Single,26,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
240,Chevrolet,Urban,Male,Single,32,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
241,Mazda,Urban,Female,Single,25,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,4 years,No,No,External,1 to 2,under 6 months,1 vehicle,60
242,Mazda,Urban,Female,Single,23,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,5 years,No,No,External,1 to 2,no change,1 vehicle,25
243,Honda,Urban,Male,Single,17,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,none,new,No,No,External,none,no change,1 vehicle,34
244,Pontiac,Urban,Male,Single,31,Third Party,Sedan - Collision,less than 20000,0,400,1,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,6
245,Honda,Urban,Male,Single,16,Third Party,Sedan - Collision,more than 69000,0,400,4,more than 30,none,new,No,No,External,none,no change,1 vehicle,2
246,Ford,Urban,Male,Married,42,Policy Holder,Sedan - All Perils,less than 20000,0,400,4,more than 30,1,7 years,No,No,External,3 to 5,no change,3 to 4,62
247,Accura,Rural,Male,Married,42,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
248,Toyota,Urban,Male,Single,32,Policy Holder,Sedan - Collision,20000 to 29000,0,700,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,60
249,Accura,Urban,Male,Married,51,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,60
250,Honda,Urban,Male,Single,19,Third Party,Sport - Collision,more than 69000,0,400,4,more than 30,2 to 4,3 years,No,No,External,none,no change,1 vehicle,60
251,Pontiac,Urban,Male,Married,26,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,61
252,Pontiac,Urban,Male,Single,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,5 years,No,No,External,none,4 to 8 years,2 vehicles,61
253,Pontiac,Urban,Male,Married,29,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,60
254,Mazda,Urban,Male,Married,29,Third Party,Sport - Collision,more than 69000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1
255,Pontiac,Urban,Male,Single,44,Policy Holder,Sedan - Liability,20000 to 29000,0,500,2,more than 30,1,more than 7,No,No,External,more than 5,2 to 3 years,1 vehicle,1
256,VW,Urban,Male,Married,49,Policy Holder,Sedan - Collision,more than 69000,0,400,3,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1
257,Toyota,Urban,Female,Married,47,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1
258,Mazda,Urban,Male,Married,50,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,60
259,Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
260,Pontiac,Urban,Male,Married,44,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,60
261,Accura,Urban,Male,Married,42,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
262,Pontiac,Urban,Male,Married,49,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
263,Toyota,Urban,Male,Married,34,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
264,Pontiac,Urban,Female,Married,51,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,31
265,VW,Urban,Male,Married,26,Third Party,Sedan - Collision,more than 69000,0,400,2,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,2
266,Pontiac,Urban,Male,Married,39,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,61
267,Chevrolet,Urban,Female,Married,30,Third Party,Sedan - All Perils,more than 69000,0,400,2,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,60
268,Honda,Urban,Male,Single,16,Policy Holder,Sedan - All Perils,more than 69000,0,400,3,more than 30,1,new,No,No,External,none,no change,1 vehicle,61
269,Honda,Urban,Male,Married,47,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,61
270,Chevrolet,Urban,Female,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,3 years,No,No,External,3 to 5,no change,1 vehicle,60
271,Pontiac,Urban,Male,Single,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,60
272,Toyota,Rural,Male,Married,50,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
273,Chevrolet,Urban,Male,Married,78,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,more than 7,No,No,External,more than 5,1 year,2 vehicles,61
274,Honda,Urban,Male,Married,41,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,61
275,Honda,Urban,Male,Single,39,Policy Holder,Sport - Collision,more than 69000,0,400,4,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,62
276,Toyota,Urban,Male,Married,33,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,61
277,Honda,Urban,Male,Single,17,Policy Holder,Sedan - Liability,more than 69000,0,400,2,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,61
278,Pontiac,Urban,Female,Married,48,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,62
279,Honda,Urban,Male,Single,16,Policy Holder,Sedan - Liability,more than 69000,0,400,4,more than 30,1,new,No,No,External,none,no change,1 vehicle,3
